"Our results through the end of the century are generated based on today’s existing property numbers, property values, and related data (Zillow 2017).",,,,,,,,,,,,,,
ZIP Codes are defined by US Census Bureau ZIP Code Tabulation Areas.,,,,,,,,,,,,,,
"In some cases, our underlying source datasets may not reflect all local features such as recently-constructed seawalls and locally-controlled levees. In those cases, the flood-mitigating effects of such structures may not be reflected in the projected degree of flooding.",,,,,,,,,,,,,,
Year,Projection,State,ZIP Code, Homes at Risk ,Value at Risk,Property Tax at Risk, Population currently housed in at risk homes , Total Homes ,Total Value,Total Property Tax, Total Population ,,,
2030,NCAH,MA,01906, 156 ,"$55,142,100","$664,471", 381 ," 10,244 ","$3,274,892,796","$58,127,365"," 26,660 ",,,
2030,NCAH,MA,02790, 13 ,"$6,077,800","$48,440", 29 ," 8,529 ","$2,617,154,240","$23,447,969"," 15,717 ",,,
2030,NCAH,MA,02715, 1 ,"$192,600","$2,877", 3 ," 1,906 ","$367,151,600","$6,414,350"," 3,123 ",,,
2030,NCAH,MA,02043, 2 ,"$3,474,500","$42,563", 5 ," 8,625 ","$5,605,723,160","$77,845,228"," 22,157 ",,,
2030,NCAH,MA,01938, 12 ,"$5,432,600","$77,090", 26 ," 5,980 ","$2,378,506,266","$38,269,602"," 13,175 ",,,
2030,NCAH,MA,02639, 24 ,"$6,347,200","$39,033", 14 ," 4,987 ","$1,221,487,520","$8,378,074"," 2,875 ",,,
2030,NCAH,MA,01905, 35 ,"$5,763,200","$89,906", 96 ," 5,654 ","$1,475,438,000","$29,357,668"," 25,251 ",,,
2030,NCAH,MA,01915, 15 ,"$6,093,500","$87,014", 33 ," 12,715 ","$4,952,160,649","$88,774,352"," 39,502 ",,,
2030,NCAH,MA,01944, 4 ,"$3,843,700","$42,281", 9 ," 2,478 ","$2,113,598,786","$24,942,350"," 5,136 ",,,
2030,NCAH,MA,02543, 11 ,"$8,256,800","$70,430", 8 , 919 ,"$861,230,000","$8,047,041", 635 ,,,
2030,NCAH,MA,02066, 49 ,"$22,360,500","$315,058", 116 ," 8,664 ","$3,812,847,850","$56,705,159"," 17,656 ",,,
2030,NCAH,MA,01930, 36 ,"$30,501,000","$401,497", 70 ," 14,010 ","$5,130,634,000","$75,639,755"," 28,789 ",,,
2030,NCAH,MA,02364, 1 ,"$699,500","$11,542", 2 ," 5,344 ","$1,560,484,320","$29,610,882"," 12,629 ",,,
2030,NCAH,MA,02571, 16 ,"$4,305,300","$58,511", 29 ," 7,711 ","$1,435,136,227","$22,402,127"," 10,481 ",,,
2030,NCAH,MA,02025, 7 ,"$8,086,200","$105,605", 18 ," 3,266 ","$2,481,462,588","$35,412,293"," 7,542 ",,,
2030,NCAH,MA,02601, 1 ,"$273,700","$3,282", 2 ," 8,388 ","$1,651,520,500","$32,782,431"," 14,089 ",,,
2030,NCAH,MA,02170, 174 ,"$72,222,600","$1,023,400", 412 ," 5,280 ","$2,242,589,400","$35,057,928"," 19,505 ",,,
2030,NCAH,MA,02671, 7 ,"$2,764,300","$24,797", 5 ," 1,576 ","$574,964,100","$5,494,060"," 1,023 ",,,
2030,NCAH,MA,02558, 5 ,"$2,025,800","$28,321", 6 , 846 ,"$162,195,600","$2,454,949"," 2,156 ",,,
2030,NCAH,MA,02045, 491 ,"$150,394,200","$2,063,418", 876 ," 5,740 ","$1,867,039,200","$26,989,950"," 10,293 ",,,
2030,NCAH,MA,02739, 8 ,"$4,006,600","$52,365", 15 ," 4,481 ","$1,444,091,078","$20,958,119"," 6,045 ",,,
2030,NCAH,MA,02646, 2 ,"$1,045,600","$9,379", 1 ," 2,876 ","$1,703,982,660","$16,340,695"," 1,676 ",,,
2030,NCAH,MA,01923, 4 ,"$1,699,200","$24,111", 9 ," 9,647 ","$3,395,321,332","$69,051,294"," 26,342 ",,,
2030,NCAH,MA,02332, 5 ,"$4,253,200","$65,967", 13 ," 6,458 ","$3,538,714,911","$57,239,500"," 15,059 ",,,
2030,NCAH,MA,01913, 3 ,"$1,116,100","$22,266", 7 ," 6,531 ","$1,634,946,510","$38,402,067"," 16,283 ",,,
2030,NCAH,MA,02150, 11 ,"$33,936,400","$483,569", 30 ," 6,619 ","$2,065,294,500","$48,619,271"," 35,124 ",,,
2030,NCAH,MA,02151, 573 ,"$194,331,400","$2,772,442"," 1,336 "," 14,621 ","$4,287,997,800","$78,212,798"," 51,808 ",,,
2030,NCAH,MA,01950, 7 ,"$3,672,300","$49,392", 14 ," 8,218 ","$3,368,558,200","$52,203,051"," 17,416 ",,,
2030,NCAH,MA,01970, 18 ,"$4,513,000","$71,579", 37 ," 13,320 ","$3,821,820,300","$77,190,646"," 41,109 ",,,
2030,NCAH,MA,02359, 1 ,"$219,700","$3,317", 3 ," 6,955 ","$2,193,639,749","$37,935,412"," 17,828 ",,,
2030,NCAH,MA,02653, 3 ,"$2,852,900","$18,058", 3 ," 6,246 ","$3,317,328,310","$23,569,233"," 5,911 ",,,
2030,NCAH,MA,02670, 5 ,"$2,779,300","$17,093", 3 ," 2,455 ","$919,563,510","$6,192,911"," 1,307 ",,,
2030,NCAH,MA,02672, 1 ,"$714,400","$8,566", 1 , 276 ,"$175,066,900","$1,999,644", 180 ,,,
2030,NCAH,MA,02702, 1 ,"$155,300","$2,069", 3 ," 1,873 ","$448,726,960","$8,341,816"," 4,125 ",,,
2030,NCAH,MA,02536, 2 ,"$531,200","$5,471", 3 ," 13,856 ","$4,333,888,104","$40,405,409"," 19,583 ",,,
2030,NCAH,MA,02638, 2 ,"$1,425,800","$8,769", 2 ," 3,737 ","$1,737,078,630","$11,499,625"," 3,207 ",,,
2030,NCAH,MA,02642, 12 ,"$9,591,300","$75,771", 10 ," 6,499 ","$2,461,839,590","$20,756,607"," 4,937 ",,,
2030,NCAH,MA,02660, 6 ,"$1,399,600","$8,607", 8 ," 5,147 ","$1,382,156,840","$9,685,251"," 6,261 ",,,
2030,NCAH,MA,02537, 10 ,"$7,598,700","$109,953", 20 ," 3,695 ","$1,261,189,500","$19,107,024"," 6,293 ",,,
2030,NCAH,MA,02540, 2 ,"$1,974,200","$12,497", 2 ," 7,029 ","$3,408,710,019","$32,704,886"," 8,221 ",,,
2030,NCAH,MA,02554, 157 ,"$462,428,900","$1,567,633", 148 ," 11,855 ","$16,798,084,500","$65,993,639"," 9,852 ",,,
2030,NCAH,MA,02726, 5 ,"$1,026,100","$17,854", 12 ," 6,043 ","$1,421,926,000","$26,831,012"," 15,534 ",,,
2030,NCAH,MA,02748, 8 ,"$11,179,800","$121,619", 16 ," 6,121 ","$2,232,778,800","$25,220,173"," 11,442 ",,,
2030,NCAH,MA,02559, 4 ,"$2,119,900","$21,835", 5 ," 2,903 ","$1,038,926,200","$11,955,260"," 3,376 ",,,
2030,NCAH,MA,02632, 9 ,"$8,481,800","$91,264", 16 ," 6,722 ","$2,283,139,600","$25,878,852"," 10,742 ",,,
2030,NCAH,MA,02633, 22 ,"$24,790,400","$124,694", 19 ," 5,292 ","$3,895,533,170","$21,722,875"," 3,884 ",,,
2030,NCAH,MA,02650, 1 ,"$736,300","$3,704", 1 , 887 ,"$870,622,500","$4,650,341", 848 ,,,
2030,NCAH,MA,01969, 5 ,"$1,108,200","$15,669", 13 ," 2,818 ","$830,349,400","$13,833,681"," 5,856 ",,,
2030,NCAH,MA,02664, 3 ,"$3,820,500","$38,282", 4 ," 6,886 ","$1,925,203,800","$21,588,825"," 9,371 ",,,
2030,NCAH,MA,02050, 104 ,"$36,335,000","$499,775", 233 ," 12,539 ","$4,209,687,098","$62,736,937"," 25,429 ",,,
2030,NCAH,MA,02061, 4 ,"$2,206,900","$36,304", 11 ," 4,643 ","$2,097,472,900","$40,772,850"," 10,506 ",,,
2030,NCAH,MA,02649, 6 ,"$5,314,600","$48,842", 8 ," 12,213 ","$4,394,915,110","$45,522,227"," 14,006 ",,,
2030,NCAH,MA,02152, 200 ,"$71,826,800","$1,035,022", 419 ," 5,588 ","$1,945,297,000","$29,784,259"," 17,497 ",,,
2030,NCAH,MA,02655, 3 ,"$14,764,900","$158,871", 3 ," 3,277 ","$2,865,077,200","$32,828,631"," 3,518 ",,,
2030,NCAH,MA,02668, 3 ,"$1,672,600","$19,450", 7 ," 1,976 ","$589,348,300","$7,607,902"," 3,278 ",,,
2030,NCAH,MA,01945, 21 ,"$17,340,200","$190,915", 47 ," 8,557 ","$5,209,784,953","$60,940,781"," 19,808 ",,,
2030,NCAH,MA,02535, 1 ,"$5,355,400","$14,352", 1 ," 3,157 ","$3,166,155,607","$11,912,926"," 1,177 ",,,
2030,NCAH,MA,02047, 2 ,"$1,123,600","$15,832", 1 , 175 ,"$78,793,400","$1,128,094", 180 ,,,
2030,NCAH,MA,01929, 11 ,"$10,573,200","$161,982", 24 ," 2,170 ","$687,567,365","$12,359,212"," 3,504 ",,,
2030,NCAH,MA,02675, 10 ,"$8,668,100","$86,855", 16 ," 4,512 ","$1,422,547,630","$15,272,266"," 6,577 ",,,
2030,NCAH,MA,01966, 13 ,"$3,347,900","$37,764", 21 ," 4,326 ","$1,683,756,200","$20,772,893"," 6,952 ",,,
2030,NCAH,MA,02532, 1 ,"$52,700",$543, 2 ," 7,009 ","$1,823,716,790","$22,553,211"," 12,690 ",,,
2030,NCAH,MA,02645, 2 ,"$1,720,200","$15,430", 3 ," 7,523 ","$2,251,042,720","$22,414,102"," 9,663 ",,,
2030,NCAH,MA,02534, 3 ,"$5,290,300","$54,490", 4 , 674 ,"$399,163,500","$4,759,048", 842 ,,,
2030,NCAH,MA,02663, 1 ,"$551,300","$3,738", 0 , 491 ,"$210,890,230","$1,493,141", 173 ,,,
2030,NCAH,MS,39520, 487 ,"$50,693,511","$687,468", 877 ," 24,575 ","$1,247,815,057","$15,152,999"," 14,681 ",,,
2030,NCAH,MS,39571, 9 ,"$1,733,110","$26,148", 19 ," 11,060 ","$918,231,960","$12,930,990"," 13,179 ",,,
2030,NCAH,MS,39562, 84 ,"$6,564,900","$53,776", 209 ," 11,599 ","$689,039,760","$5,681,560"," 17,912 ",,,
2030,NCAH,MS,39565, 8 ,"$280,180","$4,081", 20 ," 11,040 ","$791,759,212","$8,901,943"," 19,453 ",,,
2030,NCAH,MS,39503, 2 ,"$536,292","$5,710", 5 ," 20,205 ","$2,456,775,699","$33,228,356"," 45,309 ",,,
2030,NCAH,MS,39556, 5 ,"$927,275","$10,922", 11 ," 5,493 ","$450,157,020","$3,940,720"," 7,705 ",,,
2030,NCAH,MS,39530, 13 ,"$2,398,568","$41,065", 24 ," 6,056 ","$894,883,389","$13,812,714"," 8,086 ",,,
2030,NCAH,MS,39525, 1 ,"$40,000",$751, 2 ," 6,996 ","$667,002,472","$7,663,826"," 8,383 ",,,
2030,NCAH,MS,39572, 34 ,"$4,587,944","$56,360", 68 ," 1,863 ","$62,816,749","$563,161"," 1,414 ",,,
2030,NCAH,MS,39567, 23 ,"$2,977,250","$42,124", 48 ," 6,005 ","$685,728,385","$8,371,758"," 10,740 ",,,
2030,NCAH,MS,39576, 1 ,"$304,440","$5,364", 2 ," 5,563 ","$354,704,517","$5,109,173"," 5,809 ",,,
2030,NCAH,MS,39553, 18 ,"$3,075,470","$38,054", 41 ," 9,399 ","$701,358,310","$9,101,932"," 17,174 ",,,
2030,NCAH,MS,39581, 1 ,"$294,790","$3,282", 2 ," 3,971 ","$513,473,400","$7,120,160"," 11,595 ",,,
2030,NCAH,MS,39507, 5 ,"$1,132,514","$16,040", 9 ," 7,772 ","$918,268,796","$14,226,082"," 16,234 ",,,
2030,NCAH,MS,39564, 146 ,"$13,158,650","$262,733", 335 ," 22,859 ","$2,314,999,056","$32,988,564"," 36,952 ",,,
2030,NCAH,MS,39563, 22 ,"$2,334,940","$11,545", 48 ," 8,553 ","$563,442,220","$3,141,210"," 13,790 ",,,
2030,NCAH,MS,39532, 59 ,"$9,820,010","$126,638", 133 ," 14,523 ","$1,680,706,507","$20,786,731"," 32,716 ",,,
2030,NCAH,NH,03824, 8 ,"$4,286,129","$118,507", 19 ," 2,576 ","$870,771,969","$28,943,753"," 14,638 ",,,
2030,NCAH,NH,03842, 786 ,"$235,236,083","$3,479,983"," 1,181 "," 9,809 ","$3,012,546,739","$51,257,820"," 15,345 ",,,
2030,NCAH,NH,03854, 4 ,"$7,653,696","$41,192", 7 , 580 ,"$682,280,440","$4,215,534", 968 ,,,
2030,NCAH,NH,03820, 39 ,"$8,109,462","$198,272", 83 ," 10,580 ","$2,521,209,345","$77,398,077"," 30,039 ",,,
2030,NCAH,NH,03801, 5 ,"$8,989,130","$140,920", 10 ," 9,613 ","$3,244,896,871","$95,108,165"," 21,532 ",,,
2030,NCAH,NH,03844, 3 ,"$1,470,217","$29,080", 7 ," 1,141 ","$400,758,478","$8,891,412"," 2,238 ",,,
2030,NCAH,NH,03870, 123 ,"$100,461,085","$987,096", 226 ," 3,093 ","$1,880,493,583","$19,787,371"," 5,162 ",,,
2030,NCAH,NH,03874, 66 ,"$9,881,413","$134,444", 124 ," 4,354 ","$1,211,202,880","$31,078,540"," 8,776 ",,,
2030,NCAH,NJ,07704, 1 ,"$3,487,000","$67,584", 3 ," 2,165 ","$1,662,739,800","$30,488,456"," 6,133 ",,,
2030,NCAH,NJ,07020, 314 ,"$131,276,700","$2,335,413", 575 ," 3,993 ","$3,031,843,600","$50,339,398"," 11,513 ",,,
2030,NCAH,NJ,08006, 17 ,"$11,447,000","$98,173", 7 ," 1,123 ","$931,136,200","$7,506,990", 518 ,,,
2030,NCAH,NJ,08014, 5 ,"$667,600","$16,463", 11 , 305 ,"$38,247,500","$810,948", 504 ,,,
2030,NCAH,NJ,07732, 271 ,"$54,464,300","$1,502,040", 432 ," 2,530 ","$666,022,600","$16,634,210"," 5,189 ",,,
2030,NCAH,NJ,08738, 156 ,"$273,020,200","$2,552,389", 82 ," 2,265 ","$2,660,937,660","$37,476,524"," 1,042 ",,,
2030,NCAH,NJ,08077, 74 ,"$12,622,600","$428,911", 195 ," 7,591 ","$2,020,535,200","$63,295,698"," 18,307 ",,,
2030,NCAH,NJ,07077, 1 ,"$60,200","$6,578", 3 ," 1,033 ","$153,282,100","$14,243,324"," 2,766 ",,,
2030,NCAH,NJ,08402, 726 ,"$308,598,300","$4,628,398", 647 ," 7,398 ","$3,795,007,900","$54,973,088"," 6,354 ",,,
2030,NCAH,NJ,08403, 352 ,"$273,081,300","$2,602,815", 201 ," 1,983 ","$2,111,854,700","$24,952,914", 997 ,,,
2030,NCAH,NJ,08741, 34 ,"$26,558,400","$591,205", 80 ," 1,186 ","$323,796,500","$6,857,441"," 2,488 ",,,
2030,NCAH,NJ,08248, 67 ,"$36,688,700","$657,184", 24 , 776 ,"$288,494,300","$5,004,776", 158 ,,,
2030,NCAH,NJ,08302, 45 ,"$6,733,400","$151,557", 125 ," 18,302 ","$2,783,197,500","$64,681,621"," 46,872 ",,,
2030,NCAH,NJ,08205, 49 ,"$5,956,600","$178,322", 121 ," 14,297 ","$2,390,204,000","$65,286,916"," 28,626 ",,,
2030,NCAH,NJ,08029, 1 ,"$181,400","$6,654", 2 ," 1,813 ","$323,136,000","$11,124,582"," 4,784 ",,,
2030,NCAH,NJ,08037, 72 ,"$11,070,300","$484,572", 182 ," 12,969 ","$2,416,955,699","$58,094,547"," 24,308 ",,,
2030,NCAH,NJ,08079, 647 ,"$68,209,500","$2,795,076"," 1,370 "," 6,486 ","$751,080,698","$21,770,166"," 10,987 ",,,
2030,NCAH,NJ,08210, 350 ,"$36,694,800","$643,778", 748 ," 10,765 ","$2,760,384,400","$40,225,721"," 17,167 ",,,
2030,NCAH,NJ,08087, 781 ,"$188,898,600","$4,381,776"," 1,486 "," 14,969 ","$2,958,806,058","$65,571,250"," 24,104 ",,,
2030,NCAH,NJ,08270, 29 ,"$4,820,800","$81,256", 69 ," 7,054 ","$1,033,110,900","$13,552,400"," 8,492 ",,,
2030,NCAH,NJ,07739, 21 ,"$27,974,200","$547,604", 55 ," 2,584 ","$1,739,564,600","$32,229,123"," 5,938 ",,,
2030,NCAH,NJ,08085, 52 ,"$8,034,500","$246,893", 152 ," 8,132 ","$2,540,155,300","$74,010,044"," 18,737 ",,,
2030,NCAH,NJ,08323, 11 ,"$1,256,900","$50,881", 24 , 670 ,"$67,431,000","$2,510,988", 804 ,,,
2030,NCAH,NJ,07646, 7 ,"$1,553,300","$51,351", 18 ," 4,594 ","$1,760,531,400","$53,898,779"," 16,341 ",,,
2030,NCAH,NJ,08740, 78 ,"$18,644,800","$465,063", 131 ," 1,159 ","$229,257,700","$5,286,723"," 2,010 ",,,
2030,NCAH,NJ,08215, 11 ,"$3,727,900","$72,955", 26 ," 11,744 ","$1,133,074,838","$33,207,186"," 13,442 ",,,
2030,NCAH,NJ,07075, 17 ,"$5,543,800","$131,943", 42 ," 3,342 ","$1,431,853,700","$33,085,792"," 7,626 ",,,
2030,NCAH,NJ,08075, 26 ,"$4,640,600","$160,540", 66 ," 10,357 ","$2,339,341,781","$77,142,819"," 28,894 ",,,
2030,NCAH,NJ,07760, 293 ,"$186,134,600","$2,523,350", 661 ," 4,324 ","$4,726,823,100","$66,382,215"," 9,283 ",,,
2030,NCAH,NJ,07094, 43 ,"$8,749,700","$320,689", 97 ," 5,520 ","$2,854,372,225","$94,030,120"," 16,264 ",,,
2030,NCAH,NJ,08201, 8 ,"$1,669,100","$52,511", 19 ," 4,164 ","$827,523,800","$24,738,154"," 10,007 ",,,
2030,NCAH,NJ,08732, 6 ,"$1,924,800","$35,513", 12 , 853 ,"$336,528,300","$5,874,135"," 1,484 ",,,
2030,NCAH,NJ,07032, 15 ,"$1,360,900","$149,212", 40 ," 8,467 ","$1,453,242,200","$113,173,545"," 40,684 ",,,
2030,NCAH,NJ,08251, 186 ,"$34,603,100","$622,842", 303 ," 6,797 ","$1,187,976,300","$19,908,057"," 10,364 ",,,
2030,NCAH,NJ,07305, 438 ,"$53,933,050","$1,141,682"," 1,069 "," 14,412 ","$2,157,283,848","$107,109,152"," 60,104 ",,,
2030,NCAH,NJ,07758, 38 ,"$9,716,100","$218,865", 102 ," 2,036 ","$553,274,900","$11,337,646"," 4,967 ",,,
2030,NCAH,NJ,08345, 125 ,"$21,895,500","$513,262", 218 , 954 ,"$92,030,300","$1,893,313", 805 ,,,
2030,NCAH,NJ,07701, 3 ,"$3,822,700","$83,345", 7 ," 9,311 ","$4,916,316,300","$93,206,013"," 23,813 ",,,
2030,NCAH,NJ,08204, 458 ,"$124,542,000","$1,806,755", 628 ," 13,344 ","$5,774,700,700","$62,690,304"," 18,557 ",,,
2030,NCAH,NJ,08030, 5 ,"$720,800","$27,239", 12 ," 5,223 ","$745,285,800","$23,736,998"," 13,410 ",,,
2030,NCAH,NJ,08241, 32 ,"$6,717,200","$162,240", 80 , 639 ,"$123,678,500","$2,876,868"," 1,103 ",,,
2030,NCAH,NJ,08324, 21 ,"$3,500,400","$94,200", 47 , 412 ,"$39,381,300","$943,127", 526 ,,,
2030,NCAH,NJ,08005, 42 ,"$14,289,000","$377,060", 95 ," 13,281 ","$2,788,125,500","$65,284,588"," 22,448 ",,,
2030,NCAH,NJ,08330, 19 ,"$4,397,000","$123,055", 47 ," 17,746 ","$2,545,811,133","$64,925,263"," 28,167 ",,,
2030,NCAH,NJ,08742, 505 ,"$485,114,800","$5,188,627", 948 ," 13,000 ","$7,304,317,610","$107,167,489"," 24,405 ",,,
2030,NCAH,NJ,07660, 23 ,"$5,501,600","$196,870", 57 ," 3,278 ","$1,364,027,300","$43,422,080"," 12,729 ",,,
2030,NCAH,NJ,08243, 510 ,"$295,855,400","$1,987,644", 156 ," 7,443 ","$4,683,790,700","$30,647,913"," 2,114 ",,,
2030,NCAH,NJ,08038, 45 ,"$3,929,000","$58,860", 92 , 67 ,"$5,466,100","$77,333", 124 ,,,
2030,NCAH,NJ,08226," 4,945 ","$2,220,300,200","$20,120,355"," 2,763 "," 20,407 ","$11,990,196,100","$104,900,439"," 11,701 ",,,
2030,NCAH,NJ,08060, 4 ,"$556,800","$14,798", 10 ," 9,814 ","$2,816,120,140","$57,934,810"," 24,713 ",,,
2030,NCAH,NJ,08723, 235 ,"$94,900,400","$2,089,917", 525 ," 13,760 ","$4,373,841,515","$89,831,755"," 31,641 ",,,
2030,NCAH,NJ,08857, 4 ,"$449,000","$21,649", 11 ," 12,253 ","$2,329,103,100","$98,591,766"," 39,898 ",,,
2030,NCAH,NJ,07750, 147 ,"$114,892,000","$1,448,407", 243 ," 2,203 ","$1,421,536,800","$17,198,957"," 3,279 ",,,
2030,NCAH,NJ,08048, 8 ,"$1,094,800","$24,492", 21 ," 4,422 ","$1,520,756,793","$32,414,775"," 12,495 ",,,
2030,NCAH,NJ,07643, 927 ,"$293,336,600","$9,595,960"," 2,222 "," 2,548 ","$1,332,901,000","$30,793,322"," 10,626 ",,,
2030,NCAH,NJ,08031, 2 ,"$103,400","$4,661", 5 ," 3,788 ","$923,506,200","$29,156,581"," 11,584 ",,,
2030,NCAH,NJ,08260," 3,341 ","$879,985,600","$13,952,596"," 1,902 "," 21,919 ","$7,708,522,100","$108,261,111"," 13,661 ",,,
2030,NCAH,NJ,08735, 627 ,"$291,350,550","$5,323,528", 268 ," 6,675 ","$3,401,884,694","$52,187,925"," 3,114 ",,,
2030,NCAH,NJ,08093, 9 ,"$866,100","$39,258", 21 ," 3,629 ","$716,875,400","$23,396,382"," 9,741 ",,,
2030,NCAH,NJ,08872, 3 ,"$370,600","$17,858", 8 ," 5,750 ","$1,454,532,900","$45,879,317"," 18,811 ",,,
2030,NCAH,NJ,07095, 6 ,"$318,200","$34,520", 15 ," 5,982 ","$704,041,000","$69,569,994"," 19,844 ",,,
2030,NCAH,NJ,08225, 2 ,"$759,600","$23,608", 5 ," 3,688 ","$1,028,433,030","$28,718,657"," 8,659 ",,,
2030,NCAH,NJ,08731, 119 ,"$35,721,300","$724,172", 277 ," 10,604 ","$2,781,001,405","$52,672,014"," 20,009 ",,,
2030,NCAH,NJ,08721, 110 ,"$42,975,100","$904,635", 263 ," 11,554 ","$3,131,322,966","$54,915,284"," 20,512 ",,,
2030,NCAH,NJ,08063, 23 ,"$1,314,400","$52,667", 60 ," 1,336 ","$191,059,400","$6,694,558"," 3,102 ",,,
2030,NCAH,NJ,07717, 8 ,"$8,821,300","$100,489", 12 ," 1,106 ","$949,499,800","$10,471,046"," 1,901 ",,,
2030,NCAH,NJ,07735, 22 ,"$6,205,600","$160,696", 55 ," 7,392 ","$1,882,378,100","$46,349,862"," 19,569 ",,,
2030,NCAH,NJ,08027, 20 ,"$2,938,700","$88,754", 48 ," 2,176 ","$394,956,900","$10,812,535"," 4,888 ",,,
2030,NCAH,NJ,08036, 5 ,"$426,600","$9,562", 13 ," 2,595 ","$765,967,300","$16,772,118"," 5,917 ",,,
2030,NCAH,NJ,07650, 1 ,"$355,000","$6,220", 3 ," 4,223 ","$2,412,464,598","$44,751,339"," 19,601 ",,,
2030,NCAH,NJ,07666, 14 ,"$4,994,800","$154,639", 39 ," 12,179 ","$5,587,379,100","$157,452,518"," 39,776 ",,,
2030,NCAH,NJ,07657, 1 ,"$312,900","$7,003", 3 ," 3,073 ","$1,676,505,000","$32,808,749"," 11,032 ",,,
2030,NCAH,NJ,08244, 74 ,"$22,729,600","$659,808", 143 ," 4,475 ","$1,517,048,600","$33,584,133"," 10,849 ",,,
2030,NCAH,NJ,08223, 12 ,"$7,589,900","$144,768", 20 ," 3,028 ","$656,718,800","$11,136,530"," 4,125 ",,,
2030,NCAH,NJ,08107, 21 ,"$1,259,800","$92,459", 46 ," 4,366 ","$872,013,300","$29,507,231"," 13,675 ",,,
2030,NCAH,NJ,08247, 324 ,"$279,429,100","$1,593,775", 89 ," 3,627 ","$4,831,382,900","$25,192,511", 925 ,,,
2030,NCAH,NJ,08096, 1 ,"$282,500","$8,670", 2 ," 14,236 ","$3,582,525,700","$106,032,094"," 36,116 ",,,
2030,NCAH,NJ,08203, 732 ,"$275,155,600","$4,852,574", 750 ," 9,340 ","$3,361,713,800","$57,606,674"," 9,454 ",,,
2030,NCAH,NJ,07757, 22 ,"$11,767,200","$251,307", 54 ," 2,270 ","$1,243,990,900","$20,400,441"," 5,356 ",,,
2030,NCAH,NJ,08730, 17 ,"$16,685,700","$272,034", 40 ," 2,144 ","$1,496,740,700","$23,755,525"," 4,774 ",,,
2030,NCAH,NJ,08736, 323 ,"$182,047,600","$2,607,680", 641 ," 6,206 ","$3,820,835,675","$59,604,248"," 12,578 ",,,
2030,NCAH,NJ,08752, 276 ,"$141,033,900","$2,009,939", 139 ," 3,456 ","$1,755,671,900","$25,605,392"," 2,074 ",,,
2030,NCAH,NJ,08753, 298 ,"$109,084,200","$2,495,641", 717 ," 25,914 ","$7,964,712,400","$165,113,063"," 63,678 ",,,
2030,NCAH,NJ,08401," 2,104 ","$341,928,400","$14,059,065"," 4,075 "," 16,360 ","$10,374,058,000","$205,517,659"," 39,554 ",,,
2030,NCAH,NJ,08066, 1 ,"$144,900","$4,438", 2 ," 2,914 ","$1,093,812,900","$30,890,043"," 8,437 ",,,
2030,NCAH,NJ,08069, 241 ,"$84,032,700","$2,480,544", 563 ," 5,111 ","$986,373,200","$25,658,867"," 13,076 ",,,
2030,NCAH,NJ,08311, 18 ,"$2,778,700","$67,523", 45 ," 2,270 ","$174,901,100","$3,558,997"," 2,057 ",,,
2030,NCAH,NJ,08050, 424 ,"$110,311,200","$2,567,697", 804 ," 13,957 ","$3,941,554,428","$85,306,379"," 24,285 ",,,
2030,NCAH,NJ,08052, 2 ,"$439,300","$14,594", 4 ," 5,261 ","$1,400,510,500","$41,946,712"," 19,172 ",,,
2030,NCAH,NJ,08882, 16 ,"$562,300","$42,424", 43 ," 5,001 ","$448,295,500","$29,799,410"," 16,008 ",,,
2030,NCAH,NJ,08332, 15 ,"$3,058,000","$93,146", 37 ," 18,013 ","$2,289,045,800","$60,545,026"," 36,768 ",,,
2030,NCAH,NJ,08348, 18 ,"$3,593,900","$94,399", 39 , 164 ,"$30,076,700","$510,475", 275 ,,,
2030,NCAH,NJ,08406, 903 ,"$190,472,800","$4,949,202"," 1,229 "," 6,812 ","$2,113,146,100","$51,204,222"," 10,650 ",,,
2030,NCAH,NJ,08321, 96 ,"$15,162,400","$348,138", 75 , 488 ,"$54,092,800","$1,132,743", 247 ,,,
2030,NCAH,NJ,08505, 1 ,"$143,200","$4,770", 2 ," 7,031 ","$2,270,923,951","$56,609,448"," 17,736 ",,,
2030,NCAH,NJ,08327, 2 ,"$322,000","$8,178", 5 , 447 ,"$168,942,200","$1,438,895"," 3,070 ",,,
2030,NCAH,NJ,08349, 49 ,"$5,755,800","$134,290", 121 ," 1,936 ","$205,197,500","$3,685,264"," 2,347 ",,,
2030,NCAH,NJ,07047, 30 ,"$5,860,500","$327,867", 76 ," 12,710 ","$3,164,143,700","$144,705,733"," 60,773 ",,,
2030,NCAH,NJ,07074, 374 ,"$125,357,900","$2,927,475", 960 , 865 ,"$784,803,400","$17,343,344"," 2,708 ",,,
2030,NCAH,NJ,07073, 1 ,"$64,580,400","$1,289,341", 2 ," 2,377 ","$1,863,139,300","$34,852,638"," 8,913 ",,,
2030,NCAH,NJ,08108, 6 ,"$4,852,700","$168,480", 13 ," 6,599 ","$1,845,137,900","$56,088,900"," 18,045 ",,,
2030,NCAH,NJ,07086, 6 ,"$71,236,496","$1,839,275", 12 ," 3,457 ","$1,376,020,297","$62,491,694"," 12,554 ",,,
2030,NCAH,NJ,08734, 25 ,"$7,594,000","$153,788", 64 ," 4,005 ","$1,296,316,800","$24,722,932"," 7,651 ",,,
2030,NCAH,NJ,08061, 2 ,"$259,100","$8,083", 6 ," 1,175 ","$276,521,300","$8,577,271"," 2,672 ",,,
